"x","y","class"
-0.986533743081222,-1.51637869155047,"0"
-0.670279070853252,-1.48676290997889,"0"
-0.720774316817451,-0.656215747195941,"0"
-1.77392508766226,-0.944798855327907,"0"
-0.93081309416811,-1.29185555275064,"0"
-0.746384488317921,-1.7589807642264,"0"
-1.11261697052994,-1.29440187197484,"0"
-1.15451425526706,-0.667997002031786,"0"
-0.916591763956144,-1.21811133824998,"0"
-1.2962363727808,-1.38847800901251,"0"
-0.826978812512888,-1.57212427770606,"0"
-1.21044139909549,-1.14888527856979,"0"
-1.36169935650895,-1.63644703220919,"0"
-1.34337013629684,-0.625203453391028,"0"
-0.794827581598602,-1.57513669395203,"0"
-0.41415370278432,-0.560374890361107,"0"
-0.664865829033732,-1.14680581297908,"0"
-0.908394581229096,-1.44575350842217,"0"
-0.336810900393065,-1.0944083056929,"0"
-1.20741507242192,-1.52438217669185,"0"
-0.650283702568514,-1.36861858143894,"0"
-0.872080452797995,-0.88880184602594,"0"
-1.01529917378371,-0.707764464771979,"0"
-0.377987596791797,-1.28774123913019,"0"
-0.577456322675934,-1.45886940692803,"0"
-0.645804035602817,-0.957653924576974,"0"
-1.25057844630632,-1.12624289526626,"0"
-0.849028071712443,-1.96284920459745,"0"
-0.797020332142489,-1.22774595758168,"0"
-1.57579009466239,0.155026264164217,"0"
-1.37969450852949,-1.24998052684927,"0"
-0.731530281551229,-0.550838716956197,"0"
-1.14477175842472,-1.1733499954924,"0"
-1.73516162044544,-0.95368888408301,"0"
-1.79494653336495,-0.61929557159308,"0"
-0.494284685798714,-1.84275512105359,"0"
-1.75075942699876,-1.26403017388377,"0"
-1.12446157264844,-0.576034658724531,"0"
-0.643702374739746,-0.804736016581428,"0"
-0.746044401132249,-0.909387730140746,"0"
-0.93417946062313,-0.541772916957284,"0"
-0.952961736044251,-0.497623238903205,"0"
-0.90957639984013,-0.566651130678128,"0"
-1.96392626771019,-0.673824807647471,"0"
-0.524131193707566,-0.534727419942553,"0"
-1.30453901166924,-0.775977667696933,"0"
-1.21911264698986,-1.91823405571798,"0"
-1.05930495995469,-1.46499287782574,"0"
-0.969258046202992,-1.65139801039632,"0"
-2.41219364547285,-1.71030405733874,"0"
-1.23892893446071,-1.29236856772955,"0"
-0.840686788972671,-1.19020919781796,"0"
-0.229149011408766,-1.09316843955728,"0"
-0.443483109977319,-0.339627428407347,"0"
-2.14930797167788,-1.28482357314304,"0"
-1.15410684701395,-1.73095631749595,"0"
-1.05510818272289,-1.41571832237965,"0"
-1.31078836707476,-1.0074410767919,"0"
-0.247473045219296,-0.845893995818072,"0"
-1.06079937501824,-0.898898613396183,"0"
-1.66518219332565,-1.05315832771154,"0"
-0.905825793898999,-0.926774288660036,"0"
-0.164476167238871,-1.07821552820604,"0"
-1.25751803961826,-0.939338143723849,"0"
-1.9141778612791,-0.912097819724919,"0"
-1.71485263082423,-1.40566645623106,"0"
-0.955117649005271,-1.29836553681161,"0"
-1.45478576016552,-1.21638784896092,"0"
-1.1601574329394,-1.14749022975762,"0"
-0.482358093023146,-1.71781198305272,"0"
-0.754357787424579,-1.0098727425515,"0"
-0.364560376973353,-0.0863261506500129,"0"
-0.450487993464482,-1.33465766646844,"0"
-0.827027373298268,-1.62848162004625,"0"
-0.381926341751217,-0.545159744063109,"0"
0.140381563413287,-1.09281686176743,"0"
-0.348082113861578,-1.6941518991467,"0"
-0.437127491281328,-0.798131833200637,"0"
-1.1136680741374,-1.17185998641129,"0"
-1.31515291076903,-0.726351002723165,"0"
-0.698354989336177,-1.51479138380122,"0"
0.0479394707514438,0.0934982726591091,"0"
-1.1682718088687,-0.421158891175115,"0"
-0.976953251635833,-0.391320746359862,"0"
-0.535695854854506,-0.660624028587203,"0"
-0.825549339482864,-1.06072328529275,"0"
-2.06793368691817,-0.902386663419264,"0"
-0.971094240348254,-1.09004927599541,"0"
-1.2380378782387,-1.35666545772705,"0"
-1.29918735603862,-0.795073589265667,"0"
-1.18340725791714,-0.527119847286036,"0"
-1.33532343850346,-1.14919059765036,"0"
-0.883045678989083,-0.976709980580622,"0"
-0.594280119628454,-1.16921779874959,"0"
-1.2892522215228,-1.34511636407233,"0"
-0.963340880591789,-1.08873094587507,"0"
-1.3645726496424,-1.64152443174227,"0"
-0.727891547684816,-0.972180569427561,"0"
-1.97702344782232,-0.29801950288791,"0"
-0.710777910588141,-1.04953541703014,"0"
-0.657377555080548,-1.50257312728048,"0"
-1.0793789570234,-1.35613632338791,"0"
-1.03198029172513,-0.263638060656835,"0"
-1.02454739766256,-0.755619704553148,"0"
-0.885874959915175,-0.999496934891783,"0"
-1.38578522527473,-0.486314306358251,"0"
-1.26696612830773,-2.21759214483406,"0"
-1.05419079293419,-0.51464345320183,"0"
-0.936172113026831,-1.25162049124464,"0"
-0.896365825999765,-1.92808387636347,"0"
-1.23320547165398,0.108146795419441,"0"
-0.879058397343008,-1.07906599379949,"0"
-1.49929630695862,-2.06392276457433,"0"
-2.12611576197807,-0.969138311967451,"0"
-1.44784419884909,-0.420407666497897,"0"
-1.21185806091587,-1.5012162462519,"0"
-0.614649800022483,-1.21153976217724,"0"
-0.420303456685404,-1.24635233247514,"0"
-0.627635016717871,-0.96655804840936,"0"
-1.30582086213255,-0.505712144674109,"0"
-0.951951730283174,-1.23755003015515,"0"
-0.348706640571241,-0.687860245291418,"0"
-1.1109404482235,-1.33032419269863,"0"
-0.0898784312170032,-0.81043100281463,"0"
-0.317591741310413,-0.41004194353972,"0"
-0.5348665397794,-1.78105544337214,"0"
-1.18750408098211,-0.569413913729092,"0"
-1.33196069572892,-0.913339396191706,"0"
-0.790531466862947,-1.4395671985509,"0"
-0.565101043233224,-1.35550610478418,"0"
-1.55820416139458,-1.64896529022663,"0"
-0.361114033389637,-0.664142397809923,"0"
-1.93908655705536,-0.876237141035111,"0"
-0.675834205195241,-0.577907349785163,"0"
-1.08202637991142,-0.699152157863591,"0"
-0.0805297210516169,-0.943917786045294,"0"
-0.885253168809963,-1.23853615517745,"0"
-0.778912908411809,-0.548587661808778,"0"
-1.83966246537927,-1.33207525862492,"0"
-1.3600585513234,-0.938247180792369,"0"
-1.84338790794784,-1.48899411768444,"0"
-0.665041966395761,-1.79391081404,"0"
-1.06639094498495,-1.05981987453711,"0"
-1.5585607833243,-1.32644592160762,"0"
-0.90522324559575,-1.6814904652676,"0"
-1.23696368566382,-0.142826210661992,"0"
-1.47196944566554,0.109037210130956,"0"
-1.01327047642844,-1.21676435848606,"0"
-0.87501212361042,-0.398740577653393,"0"
-1.30867070920676,-1.30993603998167,"0"
-0.46086225609258,-1.74484756544524,"0"
-1.54812637575091,-0.843781165685764,"0"
-0.479199404134689,-1.28921077801958,"0"
-2.06330532146993,-1.63747779698583,"0"
-1.08807481244781,-0.756065111610118,"0"
-1.73098878547308,-1.33627249097035,"0"
-0.912635077810308,-0.418245643419109,"0"
-0.694244199563509,-1.46585235345515,"0"
-0.179844894021175,-1.68310760798795,"0"
-1.06990335526181,-0.105657467968276,"0"
-1.11869704990926,-0.907305665892152,"0"
-1.22951737044967,-2.41170011591738,"0"
-0.487442256644324,-1.13614104846089,"0"
-1.7915588151273,-1.46511746481198,"0"
-0.702501193080767,-0.76025569377567,"0"
-1.5153602520509,-1.34265298195245,"0"
-0.0807607086561999,-0.911774276779078,"0"
-1.44520309239961,-1.543223176292,"0"
-1.08940626564576,-1.14880944468091,"0"
-1.22965317144896,-1.31851984101741,"0"
-1.27147992374051,-0.19842345147695,"0"
-1.16568557806125,-1.45369430049703,"0"
-0.352868073968761,-1.02771969811883,"0"
-0.73397665026379,-0.871908106433472,"0"
-1.54551178952935,-1.94877076213053,"0"
-1.52861771423369,-1.55608911881966,"0"
-0.795412076699247,-0.848888444738774,"0"
-1.40415466739549,-1.1233280039227,"0"
-1.28711453914077,-0.757860975927216,"0"
-1.39797742758685,-0.564846090382281,"0"
-1.02271831462925,-1.34577830463674,"0"
-1.30630118083615,-0.328723658352807,"0"
-1.1214815404387,-1.04878686472916,"0"
-0.814308141142518,-0.958473089927066,"0"
-0.725331283337287,-1.18550033306266,"0"
-0.402077462033998,-1.90511390934571,"0"
-1.56718440745427,-1.29068614452593,"0"
-1.42402802201877,-0.784253966391301,"0"
-1.10537711008736,-0.986497972712906,"0"
-1.20536245069651,-1.2553756183758,"0"
-1.67584836613617,-0.878542044235236,"0"
-0.516787777684195,-0.446498689022899,"0"
-1.18856453531744,-1.1034476403592,"0"
-1.0975189498471,-0.666309081183502,"0"
-0.21401465769369,-1.7135017871986,"0"
-1.34414039390581,-0.506527744005774,"0"
-1.21692212111002,-0.25519420097379,"0"
-1.45603757788525,-0.384003127619175,"0"
-0.739698753256766,-0.736948574175515,"0"
-1.56268674579726,-1.44403406716363,"0"
-0.918666148089248,-1.11607160221471,"0"
-1.3536153477204,-0.922802960916311,"0"
-0.746469427934221,-2.32427971960318,"0"
-0.670145077887579,-0.90685968612376,"0"
-0.855787003064281,-0.60110191693528,"0"
-1.41193483785235,-0.746506796316554,"0"
-1.15625748373573,-0.320730138316517,"0"
-1.73184745885547,-0.615856402656344,"0"
-0.938741932574335,-0.94710061524649,"0"
-0.883553551573243,-0.963330366925444,"0"
-0.540202662443079,-1.80911002890702,"0"
-1.2055764354845,-1.76899847056257,"0"
-1.29169670571996,-1.46025911116786,"0"
-0.678189474301491,-1.11412598072536,"0"
-0.7148388929922,-0.436509621997335,"0"
-0.946954745629324,-1.38868639105316,"0"
-1.59171177285601,-1.07540408485931,"0"
-1.16929437698777,-1.02907893524113,"0"
-0.707084070293234,-1.44148203608876,"0"
-1.27865066449922,-0.73057690584989,"0"
-0.31343186821149,-1.1391001592713,"0"
-1.02644401876876,-0.905436656914351,"0"
0.00964571418110483,-1.13768775345367,"0"
-1.8645471365772,-0.821854291101626,"0"
-0.711920028400446,-1.63146870960967,"0"
-1.57421799182792,-0.653309181845893,"0"
-1.73659756264916,-0.503444065679535,"0"
-0.54591047862304,0.201674520366654,"0"
-1.73218039048741,-1.26571098686825,"0"
-1.2581787166054,-1.49406399872826,"0"
-0.104891439240589,-0.895475239222348,"0"
-1.84064194706497,-0.0588925351557539,"0"
-0.948522875449547,-1.06377950567691,"0"
-1.02540840225711,-1.79944796719899,"0"
-0.75876683690146,-0.413424495411792,"0"
-0.542984553120344,-0.375806173963063,"0"
-0.793951289089397,-0.774462766049419,"0"
-0.939447041001821,-0.549607789597614,"0"
-1.71814179371583,-1.17153008209818,"0"
-0.844560664257844,-1.06455648078004,"0"
-0.284705469446416,-1.12192086181604,"0"
-0.908068874280656,-0.823444364105855,"0"
-1.09836118129567,-1.66392256141562,"0"
-1.50045128825826,-0.436063749599289,"0"
-0.224640151445163,-1.49775812809577,"0"
-1.17913691788244,-1.40682781049912,"0"
-1.01223748084344,-0.86871815179289,"0"
-1.04797211433483,-0.743786161690089,"0"
-1.05554055346073,-1.40866116522732,"0"
-0.399509543551475,-1.40579192541947,"0"
-0.451618196722607,-1.4953394583262,"0"
-0.860785164659125,-1.50240303348627,"0"
-0.335775423282996,-1.21890439816217,"0"
-1.40182280024482,-0.304617189154039,"0"
-1.51366850064438,-1.02623180554931,"0"
0.0865927972198339,-1.20720605655094,"0"
-1.23910982563861,-1.17626030283719,"0"
-1.50776175532706,-0.868878207218582,"0"
-1.53123780382963,-0.653127693312743,"0"
-1.54320154776135,-1.55252871286944,"0"
0.0119535600130047,0.223783784037763,"0"
-0.90383262062194,-1.8213413020705,"0"
-0.822056342140755,-1.3193773095033,"0"
0.524026330324096,-0.949496357418066,"0"
-0.891291071040846,-1.06411025883851,"0"
-1.31061231194324,-0.727961344428488,"0"
-1.33945804397099,-2.21545273112965,"0"
-0.806605343982459,-0.422567204363232,"0"
-1.31426963497528,-2.04285461912163,"0"
-1.32495512486542,-1.32778608809004,"0"
-0.848540362466022,-1.50631091317519,"0"
-0.427457838601354,-0.998613718270346,"0"
-1.19327931705484,-0.88890888005906,"0"
-1.19214137978373,-1.03984277951082,"0"
-1.06390457345395,-0.96319752377059,"0"
-0.561065941287918,-1.10237009978852,"0"
-0.730060820637268,-1.3975564902363,"0"
-1.31538528565268,-1.84515268824644,"0"
-1.99442017907186,-1.25007620908009,"0"
-0.763445907430921,-1.95260627733277,"0"
-1.01459674763993,-1.15197667369466,"0"
-1.27321793438801,-0.700844991688432,"0"
-0.497928842437504,-1.24219161265445,"0"
-0.415024808647303,-0.113779814065042,"0"
-0.829097442178826,-0.668463942137705,"0"
-0.868694475611663,-0.718037858389996,"0"
-0.931357568744669,-0.97234069727958,"0"
-0.835550891682474,-0.943886515909358,"0"
-1.60082173288582,-1.13623199725557,"0"
-1.31444417976666,-1.39451343361033,"0"
-1.85877320154891,-1.30780938702335,"0"
-1.02969000924522,-1.09637752411332,"0"
-1.05768140627895,-1.20296186052581,"0"
-0.357309573271904,-1.22149504490444,"0"
-1.42077753474222,-0.569517684540177,"0"
-0.895914004302052,-0.956192312580813,"0"
